grade,zipcode,lat,long,sqft_living,sqft_living15,sqft_lot,sqft_lot15,sqft_above,sqft_basement,bedrooms,bathrooms,floors,waterfront,view,condition,yr_built,yr_renovated,price
8,98005,47.6034,-122.172,3200,1670,18184,7416,2000,1200,3,2.0,1.0,0,0,5,1977,0,851500.0
7,98007,47.6071,-122.137,2140,1680,7910,8700,1070,1070,5,2.25,1.0,0,0,3,1962,0,530000.0
8,98059,47.4866,-122.155,2670,2560,4780,5380,2670,0,5,2.75,2.0,0,0,3,2013,0,480000.0
7,98117,47.6837,-122.391,1360,1110,3880,3880,1060,300,3,1.0,1.0,0,0,3,1963,0,466950.0
4,98106,47.5181,-122.339,550,1100,16345,9240,550,0,1,1.0,1.0,0,0,3,1945,0,188000.0
10,98010,47.3432,-122.025,3350,3350,46748,39683,3350,0,4,2.5,2.0,0,0,3,2004,0,650000.0
7,98155,47.7633,-122.315,1230,1710,7492,7238,1230,0,3,1.0,1.0,0,0,3,1955,0,320000.0
6,98198,47.4017,-122.321,1170,1380,8925,7440,1170,0,2,1.0,1.0,0,2,3,1911,0,175000.0
10,98052,47.7302,-122.106,3150,3150,38865,35880,2480,670,4,2.75,1.0,0,0,3,1986,0,854000.0
7,98146,47.5122,-122.385,2940,1530,5054,5320,2940,0,6,3.75,2.0,0,0,3,1942,2003,480000.0
7,98106,47.5662,-122.364,1860,1000,7500,5000,930,930,3,2.0,1.0,0,0,3,1909,1950,430000.0
10,98105,47.6702,-122.26,5040,3960,16048,14000,3420,1620,4,4.25,1.0,0,3,3,1950,0,2532000.0
9,98040,47.5801,-122.229,2390,1900,10000,9752,1590,800,4,2.5,1.0,0,0,3,1975,0,800000.0
7,98006,47.5525,-122.182,1680,1690,9460,9448,1680,0,3,1.75,1.0,0,0,4,1959,0,466000.0
8,98053,47.6306,-121.968,3610,2620,26359,26427,1950,1660,3,2.5,1.0,0,0,3,1998,0,635000.0
10,98006,47.5623,-122.116,2380,2560,9614,9770,2380,0,4,2.5,2.0,0,0,4,1991,0,782000.0
7,98065,47.531,-121.854,2070,2340,3982,4067,2070,0,4,2.5,2.0,0,0,3,2004,0,450000.0
8,98058,47.4482,-122.125,1680,2080,11193,8084,1680,0,3,2.5,2.0,0,0,3,1984,0,306000.0
8,98023,47.3227,-122.37,2423,2495,7292,7489,2423,0,4,2.5,2.0,0,0,3,2005,0,290000.0
8,98029,47.574,-122.013,2270,2420,8391,8391,2270,0,4,2.5,2.0,0,0,3,1988,0,643000.0
7,98022,47.2046,-121.996,1050,1220,7670,7670,1050,0,3,1.0,1.5,0,0,5,1955,0,235000.0
10,98074,47.6328,-122.016,3640,2900,60086,51721,3640,0,4,3.25,2.0,0,0,3,2005,0,925000.0
6,98126,47.52,-122.374,870,990,5400,5200,870,0,2,1.0,1.0,0,0,3,1950,2007,310000.0
11,98077,47.7226,-122.039,4090,4290,51908,41655,4090,0,4,4.0,2.0,0,0,3,1991,0,1035000.0
10,98052,47.6911,-122.054,2880,3460,35610,35610,2880,0,4,2.5,1.0,0,0,3,1989,0,845000.0
8,98105,47.6636,-122.319,1640,1720,1023,1960,1640,0,3,2.25,3.0,0,0,3,2014,0,645000.0
7,98022,47.2396,-121.993,2470,1680,385506,158994,2470,0,4,2.5,2.0,0,3,3,1991,0,438950.0
7,98115,47.6822,-122.309,1140,1800,6120,4080,1140,0,3,1.0,1.5,0,0,3,1926,0,704000.0
6,98199,47.6515,-122.399,1560,1470,5520,6000,780,780,3,1.75,1.0,0,0,4,1944,0,524000.0
8,98011,47.7731,-122.167,2360,2360,4367,4868,2360,0,4,2.5,2.0,0,0,3,2003,0,490000.0
5,98038,47.3948,-122.028,840,1430,5700,12600,840,0,3,1.0,1.0,0,0,4,1945,0,180000.0
8,98122,47.6106,-122.31,1120,1590,1100,1795,820,300,3,2.5,2.0,0,0,3,2008,0,425000.0
8,98065,47.5185,-121.884,2490,2520,6537,5848,2490,0,4,2.5,2.0,0,0,3,2013,0,595500.0
8,98199,47.6422,-122.403,2080,1970,5000,5000,1470,610,4,2.75,1.0,0,0,5,1940,0,783000.0
7,98136,47.5534,-122.382,1370,1450,1350,6000,1010,360,3,2.5,2.0,0,0,3,2007,0,368000.0
6,98146,47.4982,-122.348,1310,1270,7697,6410,850,460,2,1.0,1.0,0,0,3,1950,0,187300.0
8,98028,47.7614,-122.229,2540,2230,11562,10310,1290,1250,3,2.5,1.0,0,1,3,1964,0,374950.0
6,98146,47.4943,-122.337,730,1220,5200,6240,730,0,2,1.0,1.0,0,0,3,1928,0,114000.0
9,98059,47.4739,-122.11,3420,1590,23786,23774,3420,0,3,3.5,1.5,0,0,3,2014,0,657044.0
7,98056,47.4819,-122.182,2160,2160,4500,4496,2160,0,4,2.5,2.0,0,0,3,2002,0,359000.0
8,98074,47.6083,-122.06,2480,2380,10800,11310,2480,0,3,3.5,2.0,0,0,3,1998,0,640000.0
8,98136,47.5178,-122.389,3310,2140,5300,7500,2440,870,3,2.5,2.0,0,2,3,2008,0,670000.0
8,98001,47.2993,-122.293,2810,2020,25990,16140,1860,950,4,2.25,2.0,0,0,3,1959,0,571500.0
7,98166,47.4234,-122.342,2010,2140,9474,10164,2010,0,4,2.0,2.0,0,0,3,1953,2003,410000.0
9,98199,47.6514,-122.386,1580,1600,1487,1525,1580,0,3,2.25,3.0,0,0,3,2013,0,542300.0
9,98004,47.6178,-122.214,3190,2600,14904,11195,1940,1250,4,2.75,1.0,0,3,4,1949,1992,1650000.0
7,98177,47.7654,-122.359,1960,1910,8540,9120,1220,740,4,2.5,1.0,0,0,3,1955,0,355950.0
8,98004,47.6006,-122.194,2100,2390,11894,9450,1720,380,4,2.75,1.0,0,0,4,1968,0,640000.0
7,98155,47.7571,-122.328,1510,2080,11234,9076,1210,300,3,1.75,1.0,0,0,3,1965,0,279950.0
9,98006,47.5623,-122.109,2550,2550,12918,11036,2550,0,4,2.25,2.0,0,0,3,1987,0,703770.0
8,98042,47.3519,-122.14,2040,1950,22693,6280,2040,0,3,1.75,1.0,0,0,4,1980,0,355000.0
9,98005,47.6408,-122.153,4090,2980,49542,43357,3100,990,6,3.75,2.0,0,0,3,1984,0,1150000.0
8,98028,47.741,-122.256,2270,2020,10700,10230,1570,700,5,2.5,1.0,0,0,4,1963,0,526750.0
8,98003,47.3275,-122.329,1890,1890,7616,7420,1260,630,4,2.25,1.0,0,0,4,1979,0,291000.0
7,98146,47.4905,-122.347,1730,1510,8505,8505,1730,0,4,1.5,1.5,0,0,4,1961,0,270000.0
7,98055,47.472,-122.192,1460,1600,4692,4557,1460,0,3,1.75,1.0,0,0,3,1988,0,244000.0
12,98092,47.3069,-122.148,4930,3620,25714,23035,4930,0,4,4.25,2.0,0,0,3,2005,0,835000.0
10,98077,47.7222,-122.056,3390,3950,16025,15277,3390,0,4,2.0,2.0,0,0,4,1987,0,835000.0
7,98144,47.5799,-122.306,2050,1310,4000,4000,1210,840,4,2.0,1.5,0,0,5,1941,0,495000.0
7,98103,47.6711,-122.329,1010,1800,3400,3600,1010,0,2,1.0,1.0,0,0,3,1921,0,470450.0
8,98023,47.2994,-122.37,1810,1820,8262,8262,1810,0,3,2.25,2.0,0,0,4,1981,0,270000.0
7,98115,47.6823,-122.298,890,1450,6095,5985,890,0,2,1.0,1.0,0,0,3,1947,0,510000.0
8,98052,47.6634,-122.144,1480,1920,8394,9184,1480,0,3,1.75,1.0,0,0,4,1971,0,450000.0
7,98001,47.3396,-122.256,2770,2140,7000,7684,1940,830,4,2.5,1.0,0,0,4,1979,0,355000.0
7,98056,47.4917,-122.167,1990,1690,4331,3688,1990,0,3,2.25,2.0,0,0,3,1997,0,359000.0
8,98136,47.5244,-122.386,1590,2080,7080,7200,1310,280,3,1.5,1.0,0,2,3,1952,0,720000.0
6,98155,47.7689,-122.315,1360,1360,9367,7543,680,680,2,1.0,1.0,0,0,4,1924,0,255000.0
7,98032,47.3839,-122.288,1710,1480,8100,8025,1710,0,5,1.5,1.5,0,0,4,1961,0,158550.0
6,98198,47.4047,-122.331,1220,2770,12426,22270,1220,0,1,1.0,1.0,0,4,4,1946,0,325000.0
7,98112,47.6367,-122.301,1790,1910,4250,4250,920,870,2,1.5,1.0,0,0,3,1915,2014,721000.0
7,98053,47.6795,-122.034,1690,2330,4851,4851,1690,0,3,2.5,2.0,0,0,3,2004,0,499000.0
7,98001,47.2602,-122.246,1936,1620,6612,21600,1936,0,3,2.0,2.0,0,0,3,2014,0,274900.0
7,98052,47.6735,-122.151,2050,1290,8913,8550,1330,720,4,1.75,1.0,0,0,3,1968,0,485000.0
11,98040,47.5728,-122.205,6490,3290,10862,14080,3940,2550,5,4.25,2.0,0,3,4,1991,0,2000000.0
6,98155,47.7601,-122.307,1010,1590,7200,7663,1010,0,3,1.0,1.0,0,0,5,1948,0,318000.0
7,98198,47.3966,-122.308,2473,2040,9282,10920,2473,0,5,3.5,2.0,0,1,5,1963,0,343000.0
8,98122,47.6122,-122.288,2210,2700,5000,5000,1530,680,2,1.5,1.0,0,2,3,1951,0,850000.0
8,98011,47.7762,-122.198,1800,2100,9314,9658,1800,0,3,1.75,2.0,0,0,3,1979,0,270000.0
7,98002,47.3215,-122.204,2050,1620,12581,7400,2050,0,4,2.25,2.0,0,0,4,1978,0,305000.0
8,98126,47.5493,-122.372,1170,1360,1456,1730,1070,100,1,1.5,2.0,0,0,3,2007,0,235000.0
8,98075,47.5895,-122.019,1990,2280,5149,4506,1990,0,3,2.5,2.0,0,0,3,2003,0,545000.0
8,98075,47.5874,-122.074,2290,1660,14585,36961,2290,0,3,2.25,2.0,0,0,3,1981,0,545000.0
7,98005,47.5849,-122.169,1820,1780,8316,8400,1320,500,3,2.25,1.0,0,0,5,1960,0,680000.0
8,98074,47.6268,-122.05,2770,2400,13129,13129,2770,0,4,2.25,2.0,0,0,4,1979,0,652427.0
8,98092,47.291,-122.118,2280,2280,139392,117176,2280,0,3,1.75,1.0,0,0,3,1977,0,413000.0
7,98055,47.4735,-122.189,2010,1720,4400,4187,2010,0,3,2.25,1.5,0,0,3,1986,0,350000.0
8,98198,47.3779,-122.32,920,1310,2332,2853,920,0,2,1.0,1.0,0,0,4,1980,0,176000.0
10,98023,47.3241,-122.378,4240,3590,25639,24967,3550,690,4,3.25,2.0,0,3,3,1989,0,625000.0
6,98106,47.5256,-122.347,870,1120,6150,6150,870,0,2,1.0,1.0,0,0,3,1941,0,245000.0
7,98198,47.3904,-122.3,1860,1740,9225,12204,1860,0,3,1.0,1.0,0,0,3,1957,0,265500.0
5,98065,47.526,-121.81,910,1290,9000,9000,910,0,2,1.0,1.0,0,0,3,1923,0,301000.0
6,98166,47.4413,-122.349,790,1930,11234,11871,790,0,2,1.0,1.0,0,0,4,1942,0,435000.0
7,98055,47.4562,-122.196,1170,1680,9730,10125,1170,0,3,1.0,1.0,0,0,3,1968,1986,252000.0
10,98059,47.508,-122.113,4720,3260,32467,26386,3190,1530,3,3.25,2.0,0,2,3,1998,0,860000.0
7,98028,47.7612,-122.234,1170,2220,9848,5542,1170,0,3,1.5,1.0,0,0,3,1963,0,250000.0
8,98059,47.4944,-122.15,3250,3030,4500,4598,3250,0,4,2.5,2.0,0,0,3,2008,0,530000.0
8,98092,47.2654,-122.217,2140,2140,8874,8789,2140,0,4,2.25,2.0,0,0,3,1986,0,329950.0
7,98126,47.5281,-122.375,1030,1030,7620,7560,1030,0,3,1.0,1.0,0,0,3,1953,0,330000.0
8,98003,47.3334,-122.323,2660,2280,12672,12477,1740,920,4,2.5,1.0,0,0,4,1960,0,310000.0
7,98030,47.3679,-122.182,1520,1780,7200,7210,1520,0,3,2.5,2.0,0,0,4,1985,0,158000.0
7,98125,47.7054,-122.297,2280,2140,14290,9890,1510,770,4,2.5,1.5,0,0,4,1942,0,622100.0
7,98074,47.617,-122.051,1780,1780,11096,10640,1210,570,3,1.75,1.0,0,0,3,1979,0,325000.0
9,98052,47.6651,-122.084,2250,2390,4134,4134,2250,0,3,2.5,2.0,0,0,3,2004,0,675000.0
7,98038,47.3673,-122.031,1890,2100,6300,6525,1890,0,3,2.5,2.0,0,0,3,2003,0,310000.0
7,98168,47.487,-122.32,2230,2100,8642,11056,1330,900,5,3.0,1.0,0,0,3,2014,0,334950.0
6,98052,47.6774,-122.164,1370,1580,10866,14250,1370,0,3,1.75,1.0,0,0,4,1945,0,225000.0
7,98011,47.7603,-122.215,1970,1880,9135,9650,1370,600,3,1.75,1.0,0,0,4,1961,0,460000.0
6,98042,47.3616,-122.089,1130,1140,5200,5200,1130,0,4,1.5,1.0,0,0,3,1968,0,179950.0
8,98107,47.6718,-122.382,1290,1290,1137,1332,1290,0,2,2.25,3.0,0,0,3,2007,0,481000.0
7,98107,47.6606,-122.365,1410,1040,3376,3600,1410,0,4,1.0,1.5,0,0,5,1911,0,563000.0
8,98052,47.7048,-122.111,3220,2970,5081,5753,3220,0,5,3.5,2.0,0,0,3,2013,0,950968.0
9,98004,47.6271,-122.197,2230,2260,12968,10160,2230,0,3,3.0,2.0,0,0,3,1990,0,1321500.0
6,98092,47.2592,-122.228,1140,1580,101529,101529,1140,0,2,1.0,1.5,0,0,3,1932,0,400000.0
7,98023,47.3021,-122.375,1690,1930,6750,7350,1210,480,3,2.0,1.0,0,0,3,1977,0,217000.0
8,98008,47.626,-122.12,3220,1600,7875,7875,3220,0,4,2.5,1.5,0,0,4,1966,0,590000.0
8,98028,47.7344,-122.246,2110,1990,10454,10890,1440,670,3,1.75,1.0,0,0,4,1978,0,483000.0
8,98116,47.5582,-122.388,2150,1300,4500,4500,2150,0,5,2.0,1.5,0,0,3,1938,0,490000.0
7,98106,47.5329,-122.354,1440,1560,4000,4000,1050,390,3,1.75,1.0,0,0,4,1979,0,295000.0
8,98117,47.6781,-122.375,1460,1460,1613,1403,1180,280,3,2.5,2.0,0,0,3,2007,0,544000.0
4,98027,47.5325,-122.031,770,1420,8600,6960,770,0,2,1.0,1.0,0,0,4,1914,0,248000.0
8,98116,47.5787,-122.392,1710,1640,2875,5750,1710,0,3,2.5,2.0,0,0,3,2006,0,590000.0
6,98125,47.7281,-122.299,1180,1270,5965,7710,1180,0,3,1.0,1.5,0,0,4,1928,0,355000.0
7,98003,47.3179,-122.33,1350,1660,8548,8538,1350,0,3,1.75,1.0,0,0,3,1985,0,250000.0
9,98038,47.3932,-121.988,3420,3250,115434,111513,3420,0,4,2.5,2.0,0,0,3,1989,0,570000.0
10,98010,47.3388,-122.033,3240,3180,23522,23273,2130,1110,3,3.5,2.0,0,0,3,1992,0,902500.0
9,98074,47.6374,-122.064,2440,2570,6733,6496,2440,0,4,2.5,2.0,0,0,3,1999,0,769000.0
7,98146,47.5132,-122.389,2000,1930,6032,6032,1300,700,4,1.75,1.0,0,2,3,1959,0,453500.0
9,98074,47.6386,-122.058,2110,2660,11155,11900,2110,0,4,2.25,2.0,0,0,3,1975,0,603000.0
6,98056,47.4989,-122.171,1150,1150,5695,5695,1150,0,2,1.0,1.0,0,0,4,1958,0,180000.0
8,98199,47.6607,-122.396,2010,1420,7000,4400,2010,0,4,2.75,2.0,0,0,5,1901,0,774000.0
7,98168,47.476,-122.292,2100,1540,9200,10033,1050,1050,4,1.0,1.0,0,0,3,1959,0,211000.0
6,98198,47.344,-122.331,1100,2550,4046,7847,1100,0,3,1.0,1.5,0,4,4,1922,0,361000.0
8,98116,47.5673,-122.401,1390,1610,5000,5000,970,420,2,1.5,1.0,0,0,4,1954,0,530000.0
7,98146,47.506,-122.384,2020,2020,7200,7200,1700,320,2,1.0,1.0,0,3,4,1947,0,720000.0
9,98075,47.5641,-122.032,3240,4610,7621,7150,3240,0,4,2.5,2.0,0,2,3,2003,0,870000.0
7,98117,47.686,-122.395,1800,1320,5750,5625,1040,760,3,1.0,1.0,0,0,3,1947,0,610000.0
8,98155,47.7632,-122.29,2940,1580,13425,8200,1470,1470,5,1.5,1.0,0,0,3,1955,0,464500.0
7,98029,47.5493,-121.999,1890,1630,3615,3280,1890,0,4,2.25,2.0,0,0,3,2005,0,535000.0
8,98022,47.19,-122.013,2840,2630,8746,9900,2840,0,4,2.5,2.0,0,0,3,2001,0,339000.0
7,98126,47.5311,-122.38,850,1230,5225,5225,850,0,2,1.0,1.0,0,0,3,1949,0,354000.0
9,98166,47.4357,-122.343,3674,3220,12793,13100,3674,0,4,3.25,2.0,0,1,3,1987,0,699950.0
8,98045,47.4777,-121.763,2520,1470,37616,33750,2520,0,3,1.5,1.0,0,0,3,1955,0,496000.0
8,98075,47.5936,-122.012,1970,2460,54450,36677,1570,400,3,1.75,1.0,0,0,3,1980,0,650000.0
7,98034,47.7143,-122.233,1810,1934,12600,12600,1400,410,3,1.75,1.0,0,0,3,1977,0,450000.0
9,98125,47.7211,-122.283,4420,2880,9492,9900,3420,1000,4,3.75,2.0,0,1,3,1962,2005,925000.0
7,98107,47.6752,-122.361,1410,1830,5000,4000,740,670,3,2.0,1.0,0,0,5,1908,0,517950.0
10,98075,47.5774,-122.054,3170,2940,7634,7846,3170,0,4,2.75,2.0,0,0,3,1992,0,750000.0
8,98029,47.5519,-121.999,1210,1210,1040,1090,1210,0,2,1.75,2.0,0,0,3,2014,0,357186.0
8,98136,47.5388,-122.387,1470,1470,1578,1668,1090,380,3,2.25,2.0,0,0,3,2007,0,432000.0
8,98058,47.4507,-122.12,1940,1900,3864,3864,1940,0,4,2.5,2.0,0,0,3,2003,0,390000.0
9,98027,47.4913,-122.081,2550,1870,56628,56628,2550,0,4,2.5,2.0,0,0,3,2001,0,575000.0
9,98011,47.7738,-122.203,4000,2530,11894,8650,2190,1810,3,1.75,1.0,0,0,3,1987,0,628000.0
8,98117,47.6756,-122.375,1210,1210,1278,1118,1020,190,2,1.5,2.0,0,0,3,2007,0,414500.0
6,98166,47.4648,-122.363,1850,1850,6869,10096,1100,750,3,1.75,1.0,0,2,5,1919,1934,459950.0
10,98006,47.5535,-122.191,3850,2970,38830,14050,3850,0,3,3.0,2.0,0,1,3,2000,0,820000.0
8,98032,47.3748,-122.276,2510,1790,7440,8000,1290,1220,4,1.75,1.0,0,2,4,1962,0,285000.0
8,98102,47.6259,-122.321,1820,2050,4000,4000,1820,0,4,1.0,2.0,0,0,3,1923,0,825000.0
9,98005,47.6387,-122.174,3010,2480,12202,10143,3010,0,4,2.25,1.0,0,0,4,1959,0,830000.0
7,98168,47.4742,-122.265,1440,1580,11330,10100,1440,0,3,1.0,1.0,0,0,3,1965,0,255000.0
7,98028,47.776,-122.239,1860,1860,3504,4246,1860,0,2,2.5,2.0,0,0,3,2000,0,380000.0
8,98125,47.7293,-122.283,2080,2560,9612,10202,1700,380,3,2.5,1.0,0,3,4,1940,0,689000.0
7,98117,47.6963,-122.367,2690,1620,5400,5400,2210,480,4,2.75,2.0,0,0,3,1940,2009,721000.0
8,98029,47.5505,-121.998,1700,1700,3150,3600,1700,0,3,2.5,2.0,0,0,3,2005,0,534500.0
6,98178,47.5028,-122.243,920,1410,7716,7128,920,0,2,1.0,1.0,0,0,3,1944,0,229950.0
7,98178,47.5018,-122.242,1890,1170,6050,6050,1890,0,5,2.0,2.0,0,0,4,1944,0,339950.0
8,98029,47.5522,-121.999,1210,1210,1032,1090,1210,0,2,1.75,2.0,0,0,3,2014,0,357562.0
8,98103,47.6538,-122.357,1160,1268,1031,1688,1160,0,3,1.5,3.0,0,0,3,2008,0,459000.0
7,98038,47.3845,-122.039,1030,1030,2850,3000,1030,0,2,1.5,2.0,0,0,3,1995,0,220000.0
9,98115,47.6799,-122.304,3420,1420,4216,4500,2520,900,5,3.5,2.0,0,0,3,2008,0,925000.0
7,98029,47.5665,-122.018,1450,1560,4789,4490,1450,0,3,2.25,2.0,0,0,3,1985,0,435500.0
7,98042,47.3715,-122.127,2200,2200,4240,4311,2200,0,3,2.5,2.0,0,0,3,2003,0,290000.0
9,98006,47.5519,-122.156,3010,2780,9600,10000,1510,1500,4,2.5,1.0,0,2,3,1979,0,822600.0
8,98199,47.6424,-122.386,2130,2020,6500,5000,1170,960,3,1.75,1.0,0,2,3,1954,0,575000.0
9,98033,47.6894,-122.195,2720,2870,7250,7250,2720,0,3,2.5,2.0,0,0,3,1990,0,910000.0
7,98022,47.2056,-121.999,1540,1480,10212,10212,1540,0,4,2.0,1.5,0,0,5,1948,0,259950.0
7,98177,47.7229,-122.359,2660,1660,8160,8160,1380,1280,4,2.0,1.0,0,0,4,1949,0,635000.0
7,98107,47.6645,-122.357,1920,1190,4500,4000,960,960,3,1.75,1.0,0,0,5,1924,0,675000.0
7,98031,47.4153,-122.184,1400,1910,54014,8523,1400,0,4,1.75,1.5,0,0,4,1935,0,242025.0
8,98177,47.7053,-122.374,1650,1730,7104,7104,1650,0,3,2.0,2.0,0,0,3,1945,1986,643500.0
7,98052,47.6975,-122.12,1470,1800,9750,9600,1470,0,3,1.75,1.0,0,0,4,1978,0,490000.0
10,98023,47.3053,-122.34,2600,2820,11951,12093,2600,0,4,2.5,2.0,0,0,3,1988,0,402500.0
7,98032,47.3587,-122.288,1020,1650,7538,7201,1020,0,3,1.0,1.0,0,0,3,1981,0,241000.0
7,98028,47.7713,-122.265,1460,1920,7980,7980,1460,0,3,1.75,1.0,0,0,3,1972,0,290000.0
8,98074,47.6018,-122.021,1820,1820,2935,2936,1820,0,3,2.5,2.0,0,0,3,1999,0,456000.0
7,98115,47.68,-122.304,1420,1810,4635,4635,1420,0,2,1.0,2.0,0,0,4,1941,1973,496000.0
7,98038,47.3621,-122.031,1590,1540,13500,10375,1090,500,3,1.75,1.0,0,0,4,1980,0,290000.0
10,98074,47.6484,-122.08,3330,3150,8897,7515,3330,0,4,2.5,2.0,0,0,3,2001,0,936000.0
7,98144,47.5747,-122.287,1720,1660,4080,4080,960,760,3,1.75,1.0,0,0,4,1924,0,615000.0
8,98122,47.6168,-122.301,1180,1500,1800,1948,1180,0,3,2.0,2.0,0,2,3,1994,0,425000.0
6,98116,47.5752,-122.388,1240,1240,3873,4336,860,380,2,1.5,1.0,0,0,4,1909,0,412000.0
7,98133,47.7711,-122.34,1400,1490,9087,8380,1400,0,3,1.5,1.0,0,0,3,1954,0,320000.0
8,98053,47.7191,-122.022,1930,1640,5520,4533,1930,0,2,2.0,1.0,0,0,3,2006,0,559000.0
7,98052,47.7012,-122.131,1250,1840,8412,8976,1250,0,3,1.0,1.0,0,0,4,1975,0,440000.0
7,98117,47.679,-122.373,1500,1500,5000,5000,1140,360,3,1.5,1.5,0,0,4,1927,0,470000.0
8,98059,47.5015,-122.108,2680,2340,98445,98445,2680,0,3,2.25,1.0,0,0,5,1962,0,600000.0
6,98070,47.466,-122.452,1300,1880,39639,98881,1300,0,2,1.0,1.0,0,0,4,1960,0,295000.0
7,98011,47.7601,-122.197,1270,1470,8422,8500,1270,0,3,1.75,1.0,0,0,3,1967,0,340000.0
7,98118,47.5659,-122.286,1010,1190,1309,3060,860,150,2,1.5,2.0,0,0,3,2007,0,289000.0
8,98102,47.6357,-122.324,1490,1550,902,1092,1220,270,3,3.25,3.0,0,0,3,2001,0,500000.0
7,98198,47.3996,-122.32,2470,2600,9620,9620,1570,900,3,1.75,1.0,0,1,4,1962,0,405000.0
8,98116,47.589,-122.387,1740,1740,1279,1280,1740,0,3,2.5,3.0,0,0,3,2008,0,545000.0
7,98155,47.7562,-122.277,1970,2200,13709,16536,1680,290,3,1.5,1.0,0,0,4,1955,0,425000.0
7,98014,47.6892,-121.913,1950,1760,15037,15181,1950,0,3,1.75,1.0,0,0,3,1989,0,323000.0
8,98166,47.4508,-122.368,1840,2250,10453,11250,1360,480,5,1.75,1.0,0,2,3,1948,0,395000.0
10,98112,47.6263,-122.312,3510,3450,5760,5760,3510,0,6,3.0,2.5,0,0,4,1906,0,1750000.0
8,98144,47.5934,-122.298,1600,1130,3073,2921,1600,0,3,2.5,3.0,0,0,3,2009,0,502000.0
8,98029,47.5524,-121.998,1690,1690,1613,1619,1150,540,3,2.5,2.0,0,0,3,2014,0,413565.0
6,98126,47.5186,-122.374,940,940,5000,5000,940,0,2,1.0,1.0,0,0,3,1951,0,275000.0
8,98144,47.5733,-122.287,3090,1720,4060,4080,2420,670,4,3.5,2.0,0,0,3,1992,0,760000.0
7,98065,47.5439,-121.88,2230,2310,7934,4818,2230,0,3,2.5,2.0,0,0,3,2005,0,445000.0
7,98136,47.5454,-122.383,1580,1580,4800,4800,1580,0,4,2.0,1.5,0,2,3,1912,0,557510.0
8,98023,47.3351,-122.362,3610,2630,107386,42126,3130,480,3,2.75,1.5,1,3,3,1918,1962,425000.0
6,98155,47.7473,-122.32,1130,1010,8184,8184,1130,0,2,1.0,1.0,0,0,3,1947,0,322500.0
7,98115,47.6855,-122.291,1680,1680,3420,4080,960,720,3,1.75,1.0,0,0,3,1992,0,475000.0
10,98106,47.5595,-122.365,2440,1180,4800,5480,2440,0,3,2.5,2.0,0,0,3,2014,0,625000.0
7,98023,47.3054,-122.369,1410,1200,9000,8346,1410,0,5,1.0,1.0,0,0,5,1967,0,230000.0
6,98117,47.6999,-122.364,770,1710,6000,6000,770,0,2,1.0,1.0,0,0,3,1953,0,395000.0
8,98052,47.6638,-122.129,1750,1750,3900,5700,1750,0,3,2.5,2.0,0,0,3,1977,0,453000.0
9,98052,47.7069,-122.131,3230,3740,7766,8344,3230,0,4,2.5,2.0,0,0,3,2005,0,714000.0
7,98106,47.5652,-122.359,1160,1530,3750,3750,1160,0,3,1.0,1.5,0,0,3,1910,0,390000.0
9,98077,47.7751,-122.088,2770,2940,45514,49495,2770,0,4,2.5,2.0,0,0,4,1989,0,685000.0
7,98056,47.5121,-122.17,1020,1110,13504,11158,1020,0,3,1.0,1.0,0,0,5,1959,0,322500.0
8,98115,47.6865,-122.32,1980,1720,2700,2910,1210,770,4,1.75,1.5,0,0,3,1931,0,560000.0
8,98005,47.636,-122.171,2830,2060,10579,10745,1430,1400,6,2.75,1.0,0,0,4,1967,0,705000.0
7,98019,47.7315,-121.972,1350,2100,14200,15101,1350,0,3,2.0,1.0,0,0,3,1989,0,322500.0
7,98108,47.554,-122.304,1610,1370,6300,5225,1010,600,2,1.75,1.0,0,0,3,1941,0,346500.0
9,98038,47.372,-122.036,2680,1570,8429,8640,1880,800,3,2.0,1.0,0,0,4,1950,1991,653000.0
7,98034,47.7296,-122.233,1260,1360,7373,7373,1260,0,3,1.75,1.0,0,0,4,1979,0,405000.0
8,98006,47.561,-122.126,1900,2330,11171,9934,1280,620,4,2.25,1.0,0,0,3,1984,0,629000.0
6,98038,47.3609,-122.028,1090,1160,9605,10487,1090,0,3,1.5,1.0,0,0,4,1969,0,185000.0
7,98155,47.7757,-122.295,2860,1920,20790,9612,1800,1060,5,3.25,1.0,0,0,4,1965,0,565000.0
7,98107,47.6674,-122.358,1870,1640,2807,4500,1580,290,3,1.0,1.5,0,0,4,1927,0,585000.0
8,98119,47.643,-122.361,1620,1210,4500,4320,1620,0,3,2.25,2.0,0,0,4,1926,0,800000.0
8,98023,47.3133,-122.364,1940,2080,9100,9100,1630,310,3,2.25,1.0,0,0,4,1966,0,299000.0
7,98115,47.6796,-122.301,1250,970,5963,5100,1250,0,3,1.75,1.0,0,0,4,1953,0,450000.0
7,98133,47.7258,-122.332,2050,1760,6648,7200,1230,820,3,2.25,1.0,0,0,3,1990,0,535000.0
7,98117,47.6799,-122.381,1490,1460,3825,3825,860,630,2,1.0,1.0,0,0,3,1929,0,475000.0
8,98105,47.6621,-122.288,1210,2020,4400,3750,1210,0,3,1.75,1.5,0,0,4,1930,0,635000.0
7,98144,47.5939,-122.299,730,1020,1942,2183,730,0,1,1.0,1.0,0,0,3,2008,0,321500.0
7,98133,47.7762,-122.337,1540,1620,8925,10397,1540,0,3,1.75,1.0,0,0,4,1957,0,392500.0
